Household_ID,Month,Year_month,Crop_Income,Livestock_Income,Off_Farm_Income,Food_Expenses,Healthcare_Expenses,Education_Expenses,Discretionary_Expenses,Total_Income,Total_Expense,Income_After_Expense,Wealth_Status,Location,Family_Size,Education_Level,Employment_Type,Has_Savings_Account,Uses_Savings_Group,Uses_Mobile_Money,Distance_to_Bank_km,Borrowing,Selling_Assets,Reducing_Spending,Financial_Stress_Score
6,14,24-Feb,84894,10233,37223,49616,9923,14884,24808,132350,99231,33119,Middle Income,Hoima,5,Primary,Livestock Rearing,0,0,1,40.36,0,0,1,47.78
6,15,24-Mar,26863,24047,14696,39278,7855,11783,19639,65606,78555,-12949,Bankrupt,Hoima,5,Primary,Livestock Rearing,0,0,1,40.36,0,0,1,47.78
6,16,24-Apr,53386,61355,64751,63410,12682,19023,31705,179492,126820,52672,Middle Income,Hoima,5,Primary,Livestock Rearing,0,0,1,40.36,0,0,1,47.78
6,17,24-May,70221,23872,62305,64656,12931,19396,32328,156398,129311,27087,Middle Income,Hoima,5,Primary,Livestock Rearing,0,0,1,40.36,0,0,1,47.78
6,18,24-Jun,42747,7966,15261,22685,4537,6805,11342,65974,45369,20605,Low Income,Hoima,5,Primary,Livestock Rearing,0,0,1,40.36,0,0,1,47.78
6,19,24-Jul,45220,12993,28784,37040,7408,11112,18520,86997,74080,12917,Low Income,Hoima,5,Primary,Livestock Rearing,0,0,1,40.36,0,0,1,47.78
6,20,24-Aug,26506,42642,15064,37492,7498,11247,18746,84212,74983,9229,Low Income,Hoima,5,Primary,Livestock Rearing,0,0,1,40.36,0,0,1,47.78
6,21,24-Sep,27667,59146,72280,83206,16641,24962,41603,159093,166412,-7319,Bankrupt,Hoima,5,Primary,Livestock Rearing,0,0,1,40.36,0,0,1,47.78
6,22,24-Oct,32687,9059,13785,16682,3336,5004,8341,55531,33363,22168,Low Income,Hoima,5,Primary,Livestock Rearing,0,0,1,40.36,0,0,1,47.78
6,23,24-Nov,59763,29853,27764,43341,8668,13002,21670,117380,86681,30699,Middle Income,Hoima,5,Primary,Livestock Rearing,0,0,1,40.36,0,0,1,47.78
6,24,24-Dec,77451,33442,58360,64481,12896,19344,32240,169253,128961,40292,Middle Income,Hoima,5,Primary,Livestock Rearing,0,0,1,40.36,0,0,1,47.78
7,1,23-Jan,60763,35593,27244,59350,11870,17805,29675,123600,118700,4900,Low Income,Lira,5,Secondary,Small Business,1,1,0,47.38,0,0,0,43.4
7,2,23-Feb,44804,17601,29262,35122,7024,10536,17561,91667,70243,21424,Low Income,Lira,5,Secondary,Small Business,1,1,0,47.38,0,0,0,43.4
7,3,23-Mar,43304,48521,37880,57855,11571,17356,28927,129705,115709,13996,Low Income,Lira,5,Secondary,Small Business,1,1,0,47.38,0,0,0,43.4
7,4,23-Apr,83117,18559,41468,63889,12777,19166,31944,143144,127776,15368,Low Income,Lira,5,Secondary,Small Business,1,1,0,47.38,0,0,0,43.4
7,5,23-May,90032,66353,66840,121241,24248,36372,60620,223225,242481,-19256,Bankrupt,Lira,5,Secondary,Small Business,1,1,0,47.38,0,0,0,43.4
7,6,23-Jun,89273,21959,32749,81028,16205,24308,40514,143981,162055,-18074,Bankrupt,Lira,5,Secondary,Small Business,1,1,0,47.38,0,0,0,43.4
7,7,23-Jul,62968,26284,23054,66609,13321,19982,33304,112306,133216,-20910,Bankrupt,Lira,5,Secondary,Small Business,1,1,0,47.38,0,0,0,43.4
7,8,23-Aug,60770,40762,58386,88312,17662,26493,44156,159918,176623,-16705,Bankrupt,Lira,5,Secondary,Small Business,1,1,0,47.38,0,0,0,43.4
7,9,23-Sep,83934,41366,70330,110215,22043,33064,55107,195630,220429,-24799,Bankrupt,Lira,5,Secondary,Small Business,1,1,0,47.38,0,0,0,43.4
7,10,23-Oct,89512,37394,68939,115801,23160,34740,57900,195845,231601,-35756,Bankrupt,Lira,5,Secondary,Small Business,1,1,0,47.38,0,0,0,43.4
7,11,23-Nov,30310,15198,30289,41554,8310,12466,20777,75797,83107,-7310,Bankrupt,Lira,5,Secondary,Small Business,1,1,0,47.38,0,0,0,43.4
7,12,23-Dec,78047,26836,67617,62339,12467,18701,31169,172500,124676,47824,Middle Income,Lira,5,Secondary,Small Business,1,1,0,47.38,0,0,0,43.4
